Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
48,No,Travel_Rarely,Research & Development,4,3,Life Sciences,4,Male,54,3,3,Manufacturing Director,4,Single,7898,3,3,11,3,10,9,0,8
27,No,Travel_Rarely,Sales,11,3,Medical,3,Female,98,4,1,Sales Representative,4,Married,2534,3,2,5,3,1,0,0,0
51,No,Travel_Rarely,Research & Development,11,2,Technical Degree,4,Female,82,2,4,Manufacturing Director,2,Single,13142,3,2,29,2,5,2,0,3
18,No,Non-Travel,Research & Development,1,3,Life Sciences,4,Female,97,3,1,Laboratory Technician,4,Single,1611,3,3,0,4,0,0,0,0
35,No,Travel_Rarely,Research & Development,1,3,Medical,4,Female,60,2,2,Laboratory Technician,4,Married,5363,3,2,10,3,9,7,0,0
27,No,Travel_Frequently,Sales,2,1,Life Sciences,4,Male,43,1,2,Sales Executive,4,Single,5071,4,2,8,3,6,2,0,0
55,Yes,Travel_Rarely,Sales,13,4,Marketing,1,Male,85,4,4,Sales Executive,3,Single,13695,3,3,24,2,19,7,3,8
56,No,Travel_Rarely,Research & Development,23,3,Life Sciences,4,Male,68,3,4,Manufacturing Director,2,Married,13402,3,1,33,3,19,16,15,9
34,No,Non-Travel,Research & Development,26,1,Technical Degree,1,Female,92,2,1,Research Scientist,3,Divorced,2029,4,3,5,3,5,4,0,0
40,No,Travel_Rarely,Research & Development,2,1,Medical,2,Female,89,4,2,Healthcare Representative,3,Divorced,6377,4,2,15,3,12,11,11,8
34,No,Travel_Rarely,Research & Development,29,3,Medical,2,Male,86,3,2,Laboratory Technician,3,Married,5429,3,1,10,3,8,7,7,7
31,Yes,Travel_Frequently,Sales,2,3,Life Sciences,3,Female,90,2,1,Sales Representative,4,Single,2785,3,3,3,4,1,0,0,0
35,Yes,Travel_Frequently,Sales,18,4,Marketing,4,Female,67,3,2,Sales Executive,3,Married,4614,3,3,5,2,4,2,3,2
38,No,Travel_Frequently,Research & Development,7,3,Life Sciences,4,Male,57,4,1,Research Scientist,3,Divorced,2610,3,4,4,3,4,2,0,3
34,No,Travel_Rarely,Research & Development,2,4,Technical Degree,3,Female,98,3,2,Healthcare Representative,4,Single,6687,3,4,14,4,14,11,4,11
28,No,Travel_Rarely,Sales,26,3,Life Sciences,3,Male,48,2,2,Sales Executive,1,Married,4724,3,3,5,3,5,3,0,4
31,Yes,Travel_Rarely,Research & Development,22,4,Medical,4,Male,98,3,2,Manufacturing Director,3,Married,6179,3,4,10,2,10,2,6,7
39,No,Travel_Rarely,Sales,21,4,Life Sciences,1,Male,44,2,2,Sales Executive,4,Married,6120,3,4,8,4,5,4,1,4
51,No,Travel_Frequently,Sales,2,3,Marketing,2,Male,52,3,3,Sales Executive,2,Married,10596,3,2,14,3,4,2,3,2
41,No,Travel_Frequently,Research & Development,22,3,Life Sciences,4,Female,75,3,2,Research Scientist,4,Divorced,5467,3,1,12,2,6,2,3,3
37,No,Travel_Rarely,Research & Development,4,1,Life Sciences,3,Male,54,3,1,Research Scientist,3,Married,2996,3,4,8,3,6,4,1,3
33,No,Travel_Frequently,Sales,5,1,Life Sciences,2,Male,61,3,2,Sales Executive,4,Married,9998,3,1,8,4,5,4,1,2
32,No,Travel_Rarely,Sales,2,1,Marketing,3,Male,36,3,2,Sales Executive,2,Married,4078,3,1,4,2,3,2,1,2
39,No,Non-Travel,Research & Development,25,2,Life Sciences,3,Male,71,3,3,Healthcare Representative,3,Married,10920,4,2,13,3,6,4,0,5
25,No,Travel_Rarely,Sales,18,1,Life Sciences,1,Male,93,4,2,Sales Executive,3,Married,6232,3,2,6,2,3,2,1,2
52,No,Travel_Frequently,Research & Development,28,2,Medical,4,Female,59,4,4,Manufacturing Director,3,Married,13247,3,2,24,2,5,3,0,2
43,No,Travel_Rarely,Research & Development,6,3,Medical,1,Female,73,2,2,Research Scientist,3,Single,4081,3,1,20,1,20,7,1,8
27,No,Travel_Rarely,Sales,10,3,Marketing,4,Female,98,2,2,Sales Executive,4,Married,5769,3,4,6,3,6,2,4,4
27,Yes,Travel_Rarely,Research & Development,17,4,Life Sciences,4,Female,51,3,1,Research Scientist,3,Single,2394,3,4,8,3,8,2,7,7
26,No,Travel_Rarely,Research & Development,2,1,Medical,1,Male,36,2,1,Research Scientist,4,Single,3904,3,4,5,3,4,3,1,1
42,No,Travel_Rarely,Human Resources,10,3,Human Resources,3,Female,31,3,4,Manager,1,Married,16799,3,3,21,3,20,7,0,9
52,No,Travel_Rarely,Research & Development,8,4,Other,3,Female,54,3,1,Laboratory Technician,1,Married,2950,3,3,12,1,5,4,0,4
37,No,Travel_Rarely,Research & Development,11,3,Medical,1,Female,94,3,1,Laboratory Technician,3,Single,3629,3,1,8,3,3,2,0,2
35,No,Travel_Frequently,Research & Development,18,2,Life Sciences,3,Male,60,3,3,Manufacturing Director,4,Single,9362,3,3,10,3,2,2,2,2
25,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,Male,81,3,1,Laboratory Technician,4,Married,3229,3,2,7,2,3,2,0,2
26,No,Travel_Rarely,Research & Development,7,3,Other,3,Male,100,4,1,Laboratory Technician,1,Single,3578,3,4,8,3,7,7,0,7
29,No,Travel_Rarely,Human Resources,17,3,Other,2,Male,51,2,3,Human Resources,1,Single,7988,3,1,10,2,10,9,0,9
49,Yes,Travel_Frequently,Research & Development,28,2,Life Sciences,1,Male,97,2,2,Laboratory Technician,1,Single,4284,4,1,20,3,4,3,1,3
29,Yes,Travel_Frequently,Research & Development,14,1,Other,3,Female,84,3,3,Healthcare Representative,4,Single,7553,3,1,9,3,8,7,7,7
54,No,Travel_Rarely,Research & Development,1,3,Medical,4,Female,54,3,4,Research Director,4,Single,17328,3,4,29,2,20,7,12,7
58,No,Travel_Rarely,Research & Development,1,3,Medical,4,Female,76,3,5,Research Director,1,Married,19701,4,3,32,3,9,8,1,5
55,No,Travel_Rarely,Research & Development,1,4,Medical,2,Male,81,4,4,Research Director,4,Divorced,14732,3,4,31,4,7,7,0,0
36,No,Travel_Rarely,Sales,3,4,Marketing,1,Female,99,3,2,Sales Executive,2,Single,9278,3,4,15,3,5,4,0,1
31,Yes,Travel_Frequently,Sales,1,4,Life Sciences,2,Female,50,1,1,Sales Representative,3,Single,1359,3,2,1,3,1,0,0,0
30,No,Travel_Rarely,Sales,7,4,Marketing,4,Female,73,3,2,Sales Executive,1,Divorced,4779,3,2,8,3,3,2,0,2
31,No,Travel_Rarely,Research & Development,8,5,Life Sciences,1,Female,93,3,4,Research Director,2,Single,16422,3,3,9,4,3,2,1,0
34,No,Travel_Frequently,Research & Development,1,4,Other,4,Male,91,3,1,Research Scientist,1,Divorced,2996,3,3,10,3,4,3,1,3
31,Yes,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Female,34,2,1,Research Scientist,2,Single,1261,3,3,1,4,1,0,0,0
27,No,Travel_Rarely,Research & Development,11,1,Life Sciences,2,Male,91,3,1,Laboratory Technician,1,Married,2099,3,2,6,4,5,0,1,4
36,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Male,37,2,2,Laboratory Technician,4,Single,5810,3,3,10,2,10,4,1,8
36,No,Travel_Rarely,Sales,16,4,Marketing,3,Female,98,2,2,Sales Executive,1,Married,5647,3,1,11,2,3,2,0,2
47,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,Male,74,3,1,Research Scientist,4,Married,3420,3,3,17,2,6,5,1,2
25,Yes,Travel_Rarely,Sales,9,2,Life Sciences,1,Male,68,2,1,Sales Representative,1,Married,4400,3,1,6,3,3,2,2,2
37,No,Non-Travel,Research & Development,5,2,Technical Degree,3,Male,84,4,1,Laboratory Technician,3,Single,3500,3,1,7,1,6,5,1,3
56,No,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Female,90,3,1,Research Scientist,1,Married,2066,4,4,5,4,3,2,1,0
47,No,Travel_Rarely,Research & Development,2,4,Medical,1,Female,82,3,4,Research Director,3,Married,17169,3,2,26,4,20,17,5,6
24,No,Travel_Rarely,Sales,4,1,Medical,4,Female,42,3,2,Sales Executive,3,Married,4162,3,3,5,3,5,4,0,3
32,No,Travel_Rarely,Sales,7,5,Marketing,4,Male,97,3,2,Sales Executive,4,Married,9204,3,3,7,2,4,3,0,3
34,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,86,2,1,Laboratory Technician,2,Married,3294,3,1,7,2,5,4,0,2
41,No,Travel_Rarely,Research & Development,5,5,Medical,2,Male,90,4,1,Research Scientist,3,Married,2127,3,1,7,2,4,2,0,3
40,No,Non-Travel,Research & Development,9,4,Other,3,Male,81,3,2,Laboratory Technician,3,Divorced,3975,3,3,11,4,8,7,0,7
31,No,Travel_Rarely,Sales,8,2,Life Sciences,1,Male,31,3,3,Sales Executive,4,Divorced,10793,3,1,13,3,13,7,9,9
46,Yes,Travel_Rarely,Sales,9,3,Marketing,1,Male,52,3,3,Sales Executive,4,Divorced,10096,3,1,28,4,7,7,4,3
39,Yes,Non-Travel,Research & Development,2,3,Life Sciences,1,Female,54,2,1,Laboratory Technician,1,Single,3646,4,2,11,4,1,0,0,0
31,Yes,Travel_Frequently,Research & Development,1,5,Life Sciences,3,Female,100,4,3,Manufacturing Director,2,Single,7446,3,1,10,3,10,8,4,7
45,No,Travel_Rarely,Research & Development,20,3,Medical,2,Male,95,1,3,Healthcare Representative,1,Divorced,10851,3,2,24,3,7,7,0,7
31,No,Travel_Rarely,Human Resources,8,2,Medical,4,Female,96,4,1,Human Resources,2,Single,2109,3,4,8,3,3,2,0,2
31,Yes,Travel_Frequently,Research & Development,2,3,Life Sciences,2,Male,94,3,1,Laboratory Technician,4,Married,3722,3,3,7,1,2,2,2,2
45,No,Travel_Rarely,Research & Development,29,3,Technical Degree,2,Male,55,3,3,Manufacturing Director,4,Married,9380,3,4,10,4,3,1,1,2
48,No,Travel_Rarely,Sales,7,3,Marketing,3,Male,96,3,2,Sales Executive,1,Divorced,5486,3,1,15,3,2,2,2,2
34,Yes,Travel_Rarely,Human Resources,9,4,Technical Degree,1,Female,52,3,1,Human Resources,3,Married,2742,3,4,2,3,2,2,2,2
40,No,Non-Travel,Research & Development,8,1,Medical,4,Male,55,2,3,Research Director,2,Divorced,13757,3,3,16,3,9,8,4,8
28,No,Travel_Rarely,Sales,5,3,Medical,4,Male,84,3,2,Sales Executive,1,Single,8463,3,4,6,3,5,4,1,3
44,No,Non-Travel,Research & Development,5,3,Life Sciences,3,Male,90,2,1,Laboratory Technician,3,Single,3162,3,4,7,3,5,2,0,3
53,No,Travel_Rarely,Research & Development,2,3,Medical,4,Male,39,4,4,Research Director,2,Single,16598,3,2,35,2,9,8,8,8
49,No,Travel_Rarely,Research & Development,5,4,Technical Degree,1,Male,96,3,2,Healthcare Representative,3,Married,6651,3,2,20,2,3,2,1,2
40,No,Travel_Rarely,Research & Development,2,3,Medical,3,Male,68,3,1,Research Scientist,3,Divorced,2345,3,3,8,4,3,1,1,2
44,No,Travel_Rarely,Research & Development,20,3,Life Sciences,4,Male,49,3,1,Research Scientist,2,Single,3420,3,3,6,2,5,2,1,3
33,No,Travel_Frequently,Sales,7,3,Medical,4,Male,54,3,2,Sales Executive,1,Married,4373,3,1,5,3,4,3,0,3
34,No,Travel_Rarely,Sales,3,3,Other,4,Male,81,1,2,Sales Executive,1,Single,4759,3,4,15,3,13,9,3,12
30,No,Travel_Rarely,Sales,16,1,Life Sciences,4,Male,96,3,2,Sales Executive,3,Married,5301,3,3,4,2,2,1,2,2
42,No,Travel_Frequently,Research & Development,9,2,Medical,1,Female,74,3,1,Laboratory Technician,4,Single,3673,3,3,12,3,12,9,5,8
44,No,Travel_Frequently,Sales,1,5,Marketing,1,Female,79,3,2,Sales Executive,3,Married,4768,3,3,11,2,1,0,0,0
30,No,Non-Travel,Research & Development,7,3,Technical Degree,3,Male,64,3,1,Research Scientist,3,Divorced,1274,3,2,1,2,1,0,0,0
57,No,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Male,93,4,2,Research Scientist,3,Married,4900,4,1,13,2,12,9,2,8
49,No,Travel_Rarely,Research & Development,7,4,Life Sciences,3,Male,35,3,3,Healthcare Representative,2,Divorced,10466,3,2,29,3,8,7,0,7
34,No,Travel_Frequently,Research & Development,15,3,Medical,2,Male,71,3,4,Research Director,1,Divorced,17007,3,4,16,2,14,8,6,9
28,Yes,Travel_Frequently,Sales,1,3,Technical Degree,1,Male,92,3,1,Sales Representative,3,Married,2909,3,4,5,4,3,2,1,2
29,Yes,Travel_Frequently,Sales,13,3,Technical Degree,1,Female,51,3,2,Sales Executive,2,Single,5765,3,1,7,1,5,3,0,0
34,Yes,Travel_Rarely,Sales,24,4,Medical,1,Female,40,2,2,Sales Executive,2,Single,4599,4,3,16,4,15,9,10,10
35,No,Travel_Rarely,Sales,7,1,Life Sciences,4,Male,76,3,1,Sales Representative,3,Married,2404,3,1,1,3,1,0,0,0
24,Yes,Travel_Frequently,Research & Development,9,3,Medical,2,Male,89,3,1,Laboratory Technician,1,Single,3172,3,3,4,2,0,0,0,0
24,No,Non-Travel,Sales,13,2,Life Sciences,4,Female,78,3,1,Sales Representative,2,Married,2033,3,3,1,3,1,0,0,0
44,No,Travel_Frequently,Research & Development,2,1,Medical,2,Male,86,3,3,Manufacturing Director,3,Single,10209,3,2,16,2,2,2,2,2
29,No,Travel_Rarely,Sales,19,3,Life Sciences,3,Male,77,2,2,Sales Executive,3,Divorced,8620,3,3,10,3,10,7,0,4
30,No,Travel_Rarely,Human Resources,1,3,Life Sciences,3,Male,46,3,1,Human Resources,3,Divorced,2064,4,1,6,4,5,3,1,3
55,No,Travel_Rarely,Research & Development,4,4,Life Sciences,4,Male,30,3,2,Healthcare Representative,3,Married,4035,3,2,4,3,3,2,1,2
33,No,Travel_Rarely,Research & Development,4,4,Medical,1,Female,82,2,1,Laboratory Technician,2,Married,3838,3,4,8,3,5,4,0,2
47,No,Travel_Rarely,Sales,14,3,Medical,3,Female,78,3,2,Sales Executive,3,Married,4591,3,3,11,2,5,4,1,2
28,Yes,Travel_Frequently,Research & Development,2,2,Medical,3,Male,38,2,1,Laboratory Technician,1,Single,2561,3,3,8,2,0,0,0,0
28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,72,2,1,Research Scientist,3,Divorced,1563,3,4,1,1,1,0,0,0
28,No,Travel_Frequently,Sales,7,3,Life Sciences,3,Male,55,3,2,Sales Executive,1,Single,4898,3,4,5,3,4,2,1,3
49,No,Travel_Rarely,Research & Development,3,2,Medical,3,Female,43,2,2,Laboratory Technician,1,Married,4789,4,1,10,3,3,2,1,2
29,No,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Female,97,3,1,Laboratory Technician,2,Married,3180,3,3,4,3,3,2,0,2
28,No,Travel_Rarely,Research & Development,29,1,Life Sciences,3,Male,96,1,2,Manufacturing Director,2,Married,6549,3,2,8,2,8,6,1,7
33,No,Travel_Rarely,Research & Development,8,5,Life Sciences,4,Male,69,3,2,Healthcare Representative,3,Single,6388,3,1,14,3,0,0,0,0
32,No,Travel_Rarely,Research & Development,10,3,Medical,3,Male,64,3,3,Manager,4,Single,11244,4,2,10,4,5,2,0,0
54,No,Travel_Frequently,Research & Development,11,4,Medical,2,Female,87,3,4,Manager,4,Divorced,16032,4,1,26,3,14,9,1,12
29,Yes,Travel_Rarely,Research & Development,1,4,Technical Degree,1,Male,100,2,1,Research Scientist,1,Single,2362,3,3,11,1,9,7,0,7
44,No,Travel_Rarely,Research & Development,28,3,Life Sciences,4,Male,32,3,4,Research Director,1,Married,16328,3,3,24,4,20,6,14,17
39,No,Travel_Rarely,Research & Development,6,3,Life Sciences,2,Female,32,3,3,Manufacturing Director,2,Single,8376,3,4,9,3,2,0,2,2
46,No,Travel_Rarely,Sales,3,3,Life Sciences,3,Female,51,3,4,Manager,2,Married,16606,3,4,23,4,13,12,5,1
35,No,Travel_Rarely,Research & Development,16,3,Life Sciences,4,Female,91,2,3,Healthcare Representative,2,Single,8606,3,4,11,1,11,8,3,3
23,No,Travel_Rarely,Research & Development,20,1,Life Sciences,1,Male,97,3,2,Laboratory Technician,3,Single,2272,3,2,5,3,4,3,1,2
40,Yes,Travel_Rarely,Research & Development,9,4,Life Sciences,4,Male,86,3,1,Laboratory Technician,1,Single,2018,3,2,15,1,5,4,1,0
34,No,Travel_Rarely,Sales,1,3,Technical Degree,4,Male,64,2,3,Sales Executive,3,Married,7083,3,4,10,3,10,9,8,6
31,Yes,Travel_Frequently,Research & Development,3,3,Life Sciences,4,Female,33,3,1,Research Scientist,3,Single,4084,3,1,7,1,7,2,7,7
50,No,Travel_Frequently,Research & Development,22,5,Medical,3,Male,88,1,4,Research Director,4,Single,14411,3,4,32,3,32,6,13,9
34,No,Travel_Rarely,Sales,7,2,Technical Degree,2,Male,55,3,1,Sales Representative,3,Married,2308,4,2,12,3,11,10,5,7
42,No,Travel_Rarely,Research & Development,2,3,Medical,3,Male,68,2,1,Laboratory Technician,2,Married,4841,3,2,4,3,1,0,0,0
37,No,Travel_Rarely,Research & Development,13,3,Medical,1,Male,47,3,2,Research Scientist,4,Married,4285,3,1,10,3,10,8,3,7
29,No,Travel_Rarely,Research & Development,8,1,Other,3,Female,39,1,2,Healthcare Representative,1,Married,9715,3,3,9,3,7,7,0,7
33,No,Travel_Rarely,Research & Development,25,3,Life Sciences,4,Male,44,2,2,Manufacturing Director,2,Single,4320,3,4,5,3,5,3,0,2
45,No,Travel_Rarely,Research & Development,28,3,Technical Degree,4,Male,97,3,1,Research Scientist,4,Married,2132,4,4,8,3,5,4,0,3
42,No,Travel_Frequently,Research & Development,2,3,Life Sciences,4,Male,40,3,3,Healthcare Representative,4,Married,10124,3,3,24,1,20,8,13,9
40,No,Travel_Rarely,Sales,9,2,Medical,1,Male,47,3,2,Sales Executive,1,Married,5473,3,4,9,4,8,4,7,1
33,No,Travel_Rarely,Research & Development,28,4,Life Sciences,2,Male,79,3,2,Laboratory Technician,3,Married,5207,3,2,15,3,15,14,5,7
40,No,Travel_Rarely,Human Resources,6,2,Medical,3,Male,38,3,4,Manager,4,Single,16437,4,4,21,3,21,7,7,7
24,No,Travel_Rarely,Research & Development,21,2,Technical Degree,3,Male,57,2,1,Laboratory Technician,1,Divorced,2296,3,2,2,3,1,1,0,0
40,No,Non-Travel,Research & Development,8,2,Life Sciences,4,Male,72,3,2,Healthcare Representative,4,Divorced,4069,3,3,8,3,2,2,2,2
45,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1,Male,66,3,3,Healthcare Representative,2,Divorced,7441,3,1,10,3,10,8,7,7
35,No,Travel_Rarely,Sales,28,4,Life Sciences,2,Female,98,2,1,Sales Representative,3,Married,2430,4,1,6,3,5,3,4,2
32,No,Travel_Rarely,Research & Development,5,2,Life Sciences,4,Female,67,2,2,Research Scientist,2,Married,5878,3,1,12,3,7,1,2,5
36,No,Travel_Rarely,Sales,2,4,Life Sciences,3,Male,70,3,1,Sales Representative,4,Single,2644,4,4,7,2,3,2,1,2
48,No,Travel_Rarely,Sales,16,4,Life Sciences,3,Female,96,3,2,Sales Executive,3,Divorced,6439,3,3,18,3,8,7,7,7
29,No,Travel_Rarely,Research & Development,9,3,Life Sciences,3,Male,91,4,1,Research Scientist,3,Married,2451,3,1,5,2,1,0,0,0
33,No,Travel_Rarely,Sales,8,4,Life Sciences,1,Male,46,3,2,Sales Executive,1,Married,6392,3,4,8,1,2,2,2,2
30,Yes,Travel_Rarely,Sales,1,3,Life Sciences,2,Male,64,2,2,Sales Executive,1,Married,9714,3,4,10,3,10,8,6,7
38,No,Travel_Frequently,Human Resources,10,4,Human Resources,3,Male,71,3,2,Human Resources,3,Married,6077,3,3,10,3,6,3,1,2
35,No,Travel_Rarely,Research & Development,1,3,Medical,4,Male,68,2,1,Laboratory Technician,1,Single,2450,3,2,3,3,3,0,1,2
30,No,Travel_Rarely,Sales,29,4,Technical Degree,3,Male,33,3,3,Sales Executive,2,Married,9250,3,2,9,3,4,2,1,3
35,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,69,3,1,Laboratory Technician,1,Divorced,2074,3,4,1,3,1,0,0,0
53,Yes,Travel_Rarely,Research & Development,2,5,Technical Degree,3,Female,78,2,3,Manufacturing Director,4,Married,10169,3,2,34,3,33,7,1,9
38,Yes,Travel_Rarely,Research & Development,2,3,Medical,3,Male,81,3,2,Manufacturing Director,2,Married,4855,3,1,7,3,5,2,1,4
32,No,Non-Travel,Research & Development,1,4,Technical Degree,4,Male,62,3,2,Research Scientist,1,Married,4087,3,2,9,2,6,5,1,2
48,No,Travel_Rarely,Research & Development,15,4,Other,3,Female,65,3,1,Research Scientist,1,Married,2367,3,4,10,2,8,2,7,6
34,No,Travel_Rarely,Research & Development,7,4,Medical,1,Male,35,3,1,Research Scientist,4,Single,2972,3,3,1,1,1,0,0,0
55,No,Travel_Rarely,Sales,26,5,Marketing,3,Male,60,2,5,Manager,4,Married,19586,4,3,36,3,36,6,2,13
34,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Male,45,3,2,Research Scientist,4,Married,5484,3,2,9,2,2,2,2,1
26,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Female,89,3,1,Research Scientist,4,Married,2061,4,1,1,3,1,0,0,0
38,No,Travel_Rarely,Sales,14,3,Life Sciences,3,Male,80,3,2,Sales Executive,2,Married,9924,3,4,10,3,9,8,7,7
38,No,Travel_Rarely,Sales,16,3,Life Sciences,2,Female,90,3,2,Sales Executive,2,Single,4198,3,2,8,4,3,2,1,2
36,No,Travel_Rarely,Sales,1,4,Life Sciences,2,Female,73,3,2,Sales Executive,3,Single,6815,3,1,15,3,1,0,0,0
29,No,Travel_Rarely,Research & Development,3,1,Medical,2,Male,87,3,1,Laboratory Technician,1,Single,4723,3,4,10,3,10,9,1,5
35,No,Travel_Rarely,Research & Development,10,4,Medical,1,Female,51,3,2,Healthcare Representative,3,Single,6142,3,3,10,3,5,2,0,4
39,No,Travel_Rarely,Sales,6,3,Medical,4,Male,38,4,3,Sales Executive,3,Married,8237,3,1,11,3,7,6,7,6
29,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1,Male,87,3,2,Healthcare Representative,4,Divorced,8853,3,4,6,4,6,4,1,3
50,No,Travel_Rarely,Sales,9,3,Marketing,3,Male,59,3,5,Manager,3,Married,19331,3,3,27,3,1,0,0,0
23,No,Travel_Rarely,Research & Development,10,3,Technical Degree,4,Male,45,4,1,Research Scientist,3,Married,2073,3,4,4,3,2,2,2,2
36,No,Travel_Frequently,Research & Development,6,4,Life Sciences,1,Male,80,4,2,Laboratory Technician,1,Married,5562,3,4,9,3,3,2,0,2
42,No,Travel_Rarely,Research & Development,9,2,Other,4,Male,93,2,5,Manager,4,Single,19613,4,4,24,3,1,0,0,1
35,No,Travel_Rarely,Research & Development,28,3,Life Sciences,2,Male,46,4,2,Laboratory Technician,3,Married,3407,3,4,10,2,10,9,6,8
34,No,Travel_Frequently,Research & Development,10,4,Technical Degree,4,Male,92,2,2,Healthcare Representative,3,Married,5063,3,2,8,2,8,2,7,7
40,No,Travel_Rarely,Sales,14,2,Life Sciences,4,Female,84,3,2,Sales Executive,1,Married,4639,3,3,5,3,5,4,1,2
43,No,Travel_Rarely,Research & Development,27,3,Technical Degree,4,Male,87,4,1,Laboratory Technician,2,Divorced,4876,3,3,8,3,6,4,0,2
35,No,Travel_Rarely,Research & Development,7,2,Life Sciences,3,Male,63,2,1,Laboratory Technician,4,Married,2690,3,4,1,2,1,0,0,1
46,No,Travel_Rarely,Sales,1,4,Life Sciences,4,Male,56,4,4,Manager,1,Single,17567,3,2,27,1,26,0,0,12
28,Yes,Travel_Rarely,Research & Development,24,3,Medical,3,Male,51,3,1,Laboratory Technician,2,Married,2408,3,3,1,3,1,1,0,0
22,No,Non-Travel,Research & Development,26,2,Other,2,Female,85,2,1,Research Scientist,3,Married,2814,3,2,4,2,4,2,1,3
50,No,Travel_Frequently,Research & Development,20,5,Medical,2,Male,41,3,4,Healthcare Representative,3,Married,11245,3,3,32,3,30,8,12,13
32,No,Travel_Rarely,Research & Development,5,4,Other,2,Female,35,4,1,Research Scientist,4,Married,3312,3,4,6,3,3,2,0,2
44,No,Travel_Rarely,Research & Development,7,3,Medical,2,Female,31,3,5,Research Director,4,Divorced,19049,3,4,23,2,22,7,1,10
30,No,Travel_Rarely,Research & Development,7,3,Medical,2,Male,48,2,1,Research Scientist,2,Married,2141,3,2,6,2,6,4,1,1
45,No,Travel_Rarely,Research & Development,5,5,Medical,3,Female,50,1,2,Laboratory Technician,1,Single,5769,3,1,10,3,10,7,1,4
45,No,Non-Travel,Sales,26,3,Marketing,1,Male,52,2,2,Sales Executive,1,Married,4385,3,1,10,3,10,7,4,5
31,No,Travel_Frequently,Sales,2,4,Other,4,Male,54,3,2,Sales Executive,1,Single,5332,3,4,10,3,5,2,0,3
36,No,Travel_Rarely,Research & Development,12,4,Life Sciences,3,Female,76,3,2,Manufacturing Director,3,Married,4663,3,2,7,3,3,2,1,1
34,No,Travel_Frequently,Research & Development,10,4,Life Sciences,3,Male,42,4,2,Manufacturing Director,4,Divorced,4724,3,1,9,3,9,7,7,2
49,No,Travel_Rarely,Research & Development,25,4,Life Sciences,3,Female,84,3,1,Laboratory Technician,1,Married,3211,3,4,10,2,9,6,1,4
39,No,Travel_Rarely,Research & Development,10,5,Medical,2,Male,76,3,2,Manufacturing Director,1,Married,5377,3,4,10,3,7,7,7,7
27,No,Travel_Rarely,Research & Development,19,3,Other,4,Male,67,2,1,Laboratory Technician,1,Divorced,4066,3,1,7,3,7,7,0,7
35,No,Travel_Rarely,Research & Development,18,5,Life Sciences,2,Male,48,4,2,Research Scientist,1,Married,5208,3,4,16,3,16,15,1,10
28,No,Travel_Rarely,Research & Development,27,3,Medical,2,Female,39,1,2,Manufacturing Director,1,Divorced,4877,4,2,6,2,5,3,0,0
21,No,Travel_Rarely,Research & Development,5,1,Medical,3,Male,97,3,1,Research Scientist,4,Single,3117,3,3,3,3,2,2,2,2
18,Yes,Travel_Frequently,Sales,3,2,Medical,2,Female,70,3,1,Sales Representative,4,Single,1569,3,3,0,4,0,0,0,0
47,No,Travel_Rarely,Human Resources,26,4,Life Sciences,4,Female,98,3,5,Manager,3,Married,19658,3,3,27,3,5,2,1,0
39,No,Travel_Rarely,Research & Development,3,2,Medical,3,Male,76,2,2,Laboratory Technician,3,Divorced,3069,3,4,11,3,10,8,0,7
40,No,Travel_Rarely,Research & Development,15,3,Life Sciences,1,Female,80,2,3,Manufacturing Director,3,Married,10435,3,4,18,3,18,15,14,12
35,No,Non-Travel,Research & Development,8,4,Life Sciences,3,Female,52,3,2,Healthcare Representative,3,Married,4148,3,4,15,3,14,11,2,9
37,No,Travel_Rarely,Research & Development,19,3,Life Sciences,3,Male,85,3,2,Manufacturing Director,3,Married,5768,3,1,9,2,4,3,0,2
39,No,Travel_Frequently,Research & Development,4,3,Medical,1,Female,81,3,2,Manufacturing Director,3,Single,5042,3,4,10,1,9,2,3,8
45,No,Travel_Rarely,Research & Development,2,2,Other,4,Female,59,2,2,Manufacturing Director,4,Divorced,5770,3,1,10,3,10,7,3,9
38,No,Travel_Rarely,Research & Development,2,2,Medical,4,Female,54,2,3,Manufacturing Director,3,Married,7756,3,4,10,4,5,4,0,2
35,Yes,Travel_Rarely,Sales,10,3,Medical,4,Male,55,2,3,Sales Executive,1,Married,10306,3,3,15,3,13,12,6,0
